date,description,amount,category,clean_description,month,day_of_week,year_month,category_encoded
2023-06-04,SWIGGY DELIVERY #3860,1369.69,Food & Dining,swiggy delivery,6,6,2023-06,2
2023-06-05,OLA RIDE #8225,647.97,Transport,ola ride,6,0,2023-06,5
2023-06-06,RAPIDO BIKE #4788,784.58,Transport,rapido bike,6,1,2023-06,5
2023-06-06,PRACTO APPOINTMENT #2350,1957.56,Health,practo appointment,6,1,2023-06,3
2023-06-06,GROCERY STORE #9317,933.01,Food & Dining,grocery store,6,1,2023-06,2
2023-06-06,EYE CLINIC #4726,1310.27,Health,eye clinic,6,1,2023-06,3
2023-06-07,UBER TRIP #9668,1043.21,Transport,uber trip,6,2,2023-06,5
2023-06-07,DTH RECHARGE #2737,4201.19,Bills & Utilities,dth recharge,6,2,2023-06,0
2023-06-07,BIGBASKET ORDER #2382,1452.65,Food & Dining,bigbasket order,6,2,2023-06,2
2023-06-07,AUTO RICKSHAW #9151,1538.5,Transport,auto rickshaw,6,2,2023-06,5
2023-06-07,GROCERY STORE #3526,601.0,Food & Dining,grocery store,6,2,2023-06,2
2023-06-07,GAMING PURCHASE #6902,1275.79,Entertainment,gaming purchase,6,2,2023-06,1
2023-06-07,DECATHLON SPORTS #4309,4361.75,Shopping,decathlon sports,6,2,2023-06,4
2023-06-07,GAMING PURCHASE #2181,1145.39,Entertainment,gaming purchase,6,2,2023-06,1
2023-06-08,BIGBASKET ORDER #8640,1079.05,Food & Dining,bigbasket order,6,3,2023-06,2
2023-06-08,GROCERY STORE #9376,856.67,Food & Dining,grocery store,6,3,2023-06,2
2023-06-08,DTH RECHARGE #3671,601.85,Bills & Utilities,dth recharge,6,3,2023-06,0
2023-06-08,MCDONALD'S #8786,1048.19,Food & Dining,mcdonalds,6,3,2023-06,2
2023-06-09,MOBILE RECHARGE #6992,2119.8,Bills & Utilities,mobile recharge,6,4,2023-06,0
2023-06-09,APPLE MUSIC #2391,1336.56,Entertainment,apple music,6,4,2023-06,1
2023-06-09,GAS CYLINDER #8504,4646.28,Bills & Utilities,gas cylinder,6,4,2023-06,0
2023-06-09,HOTSTAR PREMIUM #2702,466.7,Entertainment,hotstar premium,6,4,2023-06,1
2023-06-09,RESTAURANT BILL #4271,1043.77,Food & Dining,restaurant bill,6,4,2023-06,2
2023-06-10,PETROL PUMP #5335,1331.04,Transport,petrol pump,6,5,2023-06,5
2023-06-10,MEDICINE ORDER #3115,602.54,Health,medicine order,6,5,2023-06,3
2023-06-11,DOMINOS PIZZA #1084,1448.55,Food & Dining,dominos pizza,6,6,2023-06,2
2023-06-11,ELECTRICITY BILL #4927,4439.15,Bills & Utilities,electricity bill,6,6,2023-06,0
2023-06-11,MCDONALD'S #8811,779.13,Food & Dining,mcdonalds,6,6,2023-06,2
2023-06-13,DOMINOS PIZZA #1960,1473.28,Food & Dining,dominos pizza,6,1,2023-06,2
2023-06-13,INDIGO AIRLINES #7419,619.23,Transport,indigo airlines,6,1,2023-06,5
2023-06-13,LAB TEST #4996,1596.38,Health,lab test,6,1,2023-06,3
2023-06-13,MOVIE TICKET #9541,576.33,Entertainment,movie ticket,6,1,2023-06,1
2023-06-13,GAMING PURCHASE #9383,956.51,Entertainment,gaming purchase,6,1,2023-06,1
2023-06-13,CAFE COFFEE DAY #6952,793.97,Food & Dining,cafe coffee day,6,1,2023-06,2
2023-06-14,BIGBASKET ORDER #3787,1337.5,Food & Dining,bigbasket order,6,2,2023-06,2
2023-06-14,ZOMATO ORDER #4275,437.12,Food & Dining,zomato order,6,2,2023-06,2
2023-06-14,MEDICINE ORDER #5510,2616.22,Health,medicine order,6,2,2023-06,3
2023-06-14,DENTAL CLINIC #3042,926.68,Health,dental clinic,6,2,2023-06,3
2023-06-15,MAINTENANCE FEE #8848,1132.45,Bills & Utilities,maintenance fee,6,3,2023-06,0
2023-06-15,SWIGGY DELIVERY #7831,1490.92,Food & Dining,swiggy delivery,6,3,2023-06,2
2023-06-15,LAB TEST #5166,817.5,Health,lab test,6,3,2023-06,3
2023-06-15,MEESHO ORDER #9361,2394.23,Shopping,meesho order,6,3,2023-06,4
2023-06-16,BUS PASS #8347,1093.54,Transport,bus pass,6,4,2023-06,5
2023-06-16,ELECTRICITY BILL #3039,1985.65,Bills & Utilities,electricity bill,6,4,2023-06,0
2023-06-17,INSURANCE PREMIUM #8161,2034.29,Bills & Utilities,insurance premium,6,5,2023-06,0
2023-06-17,RAPIDO BIKE #1587,956.39,Transport,rapido bike,6,5,2023-06,5
2023-06-17,MYNTRA FASHION #2876,6266.78,Shopping,myntra fashion,6,5,2023-06,4
2023-06-17,KFC ORDER #5177,427.98,Food & Dining,kfc order,6,5,2023-06,2
2023-06-18,DECATHLON SPORTS #6885,6050.9,Shopping,decathlon sports,6,6,2023-06,4
2023-06-19,IKEA PURCHASE #1173,5368.89,Shopping,ikea purchase,6,0,2023-06,4
2023-06-19,MEDICINE ORDER #5544,1973.16,Health,medicine order,6,0,2023-06,3
2023-06-20,INDIGO AIRLINES #7912,72.98,Transport,indigo airlines,6,1,2023-06,5
2023-06-20,LIFESTYLE STORE #8835,6439.21,Shopping,lifestyle store,6,1,2023-06,4
2023-06-20,AMAZON ORDER #9185,6903.01,Shopping,amazon order,6,1,2023-06,4
2023-06-20,DOMINOS PIZZA #6785,462.35,Food & Dining,dominos pizza,6,1,2023-06,2
2023-06-21,IKEA PURCHASE #2349,7596.05,Shopping,ikea purchase,6,2,2023-06,4
2023-06-22,DISNEY PLUS #2530,803.1,Entertainment,disney plus,6,3,2023-06,1
2023-06-22,AUTO RICKSHAW #1693,1226.53,Transport,auto rickshaw,6,3,2023-06,5
2023-06-22,FLIPKART PURCHASE #9759,5983.28,Shopping,flipkart purchase,6,3,2023-06,4
2023-06-22,SUBWAY #4248,429.59,Food & Dining,subway,6,3,2023-06,2
2023-06-22,RAPIDO BIKE #7116,1094.67,Transport,rapido bike,6,3,2023-06,5
2023-06-22,EMI PAYMENT #2666,3733.02,Bills & Utilities,emi payment,6,3,2023-06,0
2023-06-22,MOBILE RECHARGE #4430,3829.85,Bills & Utilities,mobile recharge,6,3,2023-06,0
2023-06-23,DENTAL CLINIC #4977,1758.69,Health,dental clinic,6,4,2023-06,3
2023-06-23,RELIANCE TRENDS #1396,6203.51,Shopping,reliance trends,6,4,2023-06,4
2023-06-24,GAS CYLINDER #3150,2681.04,Bills & Utilities,gas cylinder,6,5,2023-06,0
2023-06-24,MOVIE TICKET #2623,1355.09,Entertainment,movie ticket,6,5,2023-06,1
2023-06-24,BIGBASKET ORDER #8842,718.8,Food & Dining,bigbasket order,6,5,2023-06,2
2023-06-24,GAMING PURCHASE #5724,1125.99,Entertainment,gaming purchase,6,5,2023-06,1
2023-06-24,INSURANCE PREMIUM #7235,315.14,Bills & Utilities,insurance premium,6,5,2023-06,0
2023-06-24,HOSPITAL BILL #9311,970.57,Health,hospital bill,6,5,2023-06,3
2023-06-25,MOVIE TICKET #6956,1452.75,Entertainment,movie ticket,6,6,2023-06,1
2023-06-26,EMI PAYMENT #7895,1890.52,Bills & Utilities,emi payment,6,0,2023-06,0
2023-06-26,ELECTRICITY BILL #7270,3447.74,Bills & Utilities,electricity bill,6,0,2023-06,0
2023-06-27,ZOMATO ORDER #8767,1371.7,Food & Dining,zomato order,6,1,2023-06,2
2023-06-27,MEDICINE ORDER #9609,1192.79,Health,medicine order,6,1,2023-06,3
2023-06-27,LAB TEST #4345,464.13,Health,lab test,6,1,2023-06,3
2023-06-27,DOCTOR CONSULTATION #6319,2399.42,Health,doctor consultation,6,1,2023-06,3
2023-06-27,GAMING PURCHASE #7931,359.24,Entertainment,gaming purchase,6,1,2023-06,1
2023-06-28,BIGBASKET ORDER #4259,886.44,Food & Dining,bigbasket order,6,2,2023-06,2
2023-06-28,ZOMATO ORDER #4262,336.85,Food & Dining,zomato order,6,2,2023-06,2
2023-06-28,YOUTUBE PREMIUM #7750,434.19,Entertainment,youtube premium,6,2,2023-06,1
2023-06-28,NYKAA COSMETICS #6849,5480.04,Shopping,nykaa cosmetics,6,2,2023-06,4
2023-06-28,YOGA CLASS #5314,1778.03,Health,yoga class,6,2,2023-06,3
2023-06-29,YOGA CLASS #1659,2313.02,Health,yoga class,6,3,2023-06,3
2023-06-29,IRCTC TICKET #5923,572.05,Transport,irctc ticket,6,3,2023-06,5
2023-06-29,GROCERY STORE #6352,1133.85,Food & Dining,grocery store,6,3,2023-06,2
2023-06-29,NYKAA COSMETICS #7407,4981.61,Shopping,nykaa cosmetics,6,3,2023-06,4
2023-06-29,SPOTIFY PREMIUM #9770,498.63,Entertainment,spotify premium,6,3,2023-06,1
2023-06-29,EMI PAYMENT #1669,1891.3,Bills & Utilities,emi payment,6,3,2023-06,0
2023-06-29,DISNEY PLUS #3503,873.55,Entertainment,disney plus,6,3,2023-06,1
2023-06-30,GROCERY STORE #5551,1005.07,Food & Dining,grocery store,6,4,2023-06,2
2023-06-30,IKEA PURCHASE #2599,6611.78,Shopping,ikea purchase,6,4,2023-06,4
2023-07-01,PRACTO APPOINTMENT #3450,1855.98,Health,practo appointment,7,5,2023-07,3
2023-07-01,DOMINOS PIZZA #2709,1028.58,Food & Dining,dominos pizza,7,5,2023-07,2
2023-07-01,RELIANCE TRENDS #4290,3936.28,Shopping,reliance trends,7,5,2023-07,4
2023-07-01,YOUTUBE PREMIUM #9328,1193.3,Entertainment,youtube premium,7,5,2023-07,1
2023-07-01,RAPIDO BIKE #1295,1225.77,Transport,rapido bike,7,5,2023-07,5
2023-07-01,MAINTENANCE FEE #8531,276.31,Bills & Utilities,maintenance fee,7,5,2023-07,0
2023-07-03,RENT PAYMENT #6299,2309.34,Bills & Utilities,rent payment,7,0,2023-07,0
2023-07-04,FLIPKART PURCHASE #4273,4819.37,Shopping,flipkart purchase,7,1,2023-07,4
2023-07-04,PETROL PUMP #9702,841.74,Transport,petrol pump,7,1,2023-07,5
2023-07-04,NETFLIX SUBSCRIPTION #9618,1173.35,Entertainment,netflix subscription,7,1,2023-07,1
2023-07-04,EYE CLINIC #4193,1607.86,Health,eye clinic,7,1,2023-07,3
2023-07-04,UBER TRIP #3960,1728.15,Transport,uber trip,7,1,2023-07,5
2023-07-04,AJIO ORDER #9443,3735.18,Shopping,ajio order,7,1,2023-07,4
2023-07-04,BOOKMYSHOW #1298,607.0,Entertainment,bookmyshow,7,1,2023-07,1
2023-07-05,SPOTIFY PREMIUM #7172,315.11,Entertainment,spotify premium,7,2,2023-07,1
2023-07-05,INSURANCE PREMIUM #8245,4588.76,Bills & Utilities,insurance premium,7,2,2023-07,0
2023-07-05,PARKING FEE #5140,412.82,Transport,parking fee,7,2,2023-07,5
2023-07-07,AMAZON PRIME #4041,380.52,Entertainment,amazon prime,7,4,2023-07,1
2023-07-07,HOTSTAR PREMIUM #9419,370.53,Entertainment,hotstar premium,7,4,2023-07,1
2023-07-08,IRCTC TICKET #9397,310.64,Transport,irctc ticket,7,5,2023-07,5
2023-07-08,EMI PAYMENT #4027,4490.41,Bills & Utilities,emi payment,7,5,2023-07,0
2023-07-08,ELECTRICITY BILL #1853,3242.73,Bills & Utilities,electricity bill,7,5,2023-07,0
2023-07-09,AUTO RICKSHAW #8777,751.93,Transport,auto rickshaw,7,6,2023-07,5
2023-07-09,RESTAURANT BILL #6169,223.35,Food & Dining,restaurant bill,7,6,2023-07,2
2023-07-10,RELIANCE TRENDS #2755,240.2,Shopping,reliance trends,7,0,2023-07,4
2023-07-11,INTERNET BILL #3498,3673.32,Bills & Utilities,internet bill,7,1,2023-07,0
2023-07-11,SPOTIFY PREMIUM #9022,503.66,Entertainment,spotify premium,7,1,2023-07,1
2023-07-11,MEDICINE ORDER #5342,1089.87,Health,medicine order,7,1,2023-07,3
2023-07-12,RESTAURANT BILL #2833,1233.15,Food & Dining,restaurant bill,7,2,2023-07,2
2023-07-12,APPLE MUSIC #3328,887.92,Entertainment,apple music,7,2,2023-07,1
2023-07-12,AMAZON PRIME #3841,764.29,Entertainment,amazon prime,7,2,2023-07,1
2023-07-12,MAINTENANCE FEE #1672,2303.7,Bills & Utilities,maintenance fee,7,2,2023-07,0
2023-07-13,EMI PAYMENT #2316,2640.83,Bills & Utilities,emi payment,7,3,2023-07,0
2023-07-13,AMAZON PRIME #1118,867.05,Entertainment,amazon prime,7,3,2023-07,1
2023-07-14,DENTAL CLINIC #3042,1275.87,Health,dental clinic,7,4,2023-07,3
2023-07-14,RENT PAYMENT #7361,3709.99,Bills & Utilities,rent payment,7,4,2023-07,0
2023-07-14,EMI PAYMENT #9379,666.66,Bills & Utilities,emi payment,7,4,2023-07,0
2023-07-14,MEESHO ORDER #6772,1908.24,Shopping,meesho order,7,4,2023-07,4
2023-07-14,NETFLIX SUBSCRIPTION #6092,185.7,Entertainment,netflix subscription,7,4,2023-07,1
2023-07-14,PARKING FEE #5408,390.09,Transport,parking fee,7,4,2023-07,5
2023-07-14,MEDICINE ORDER #4206,548.7,Health,medicine order,7,4,2023-07,3
2023-07-14,AMAZON ORDER #1996,6396.24,Shopping,amazon order,7,4,2023-07,4
2023-07-15,DOMINOS PIZZA #2971,109.51,Food & Dining,dominos pizza,7,5,2023-07,2
2023-07-15,DTH RECHARGE #2514,2724.61,Bills & Utilities,dth recharge,7,5,2023-07,0
2023-07-15,CAFE COFFEE DAY #7939,579.64,Food & Dining,cafe coffee day,7,5,2023-07,2
2023-07-15,HOSPITAL BILL #1230,2686.82,Health,hospital bill,7,5,2023-07,3
2023-07-16,MCDONALD'S #1229,816.82,Food & Dining,mcdonalds,7,6,2023-07,2
2023-07-16,RENT PAYMENT #1340,890.53,Bills & Utilities,rent payment,7,6,2023-07,0
2023-07-17,MAINTENANCE FEE #1718,1552.53,Bills & Utilities,maintenance fee,7,0,2023-07,0
2023-07-17,GAS CYLINDER #9261,2393.3,Bills & Utilities,gas cylinder,7,0,2023-07,0
2023-07-17,RESTAURANT BILL #9710,608.73,Food & Dining,restaurant bill,7,0,2023-07,2
2023-07-17,NYKAA COSMETICS #4728,1938.8,Shopping,nykaa cosmetics,7,0,2023-07,4
2023-07-18,DISNEY PLUS #4218,1186.38,Entertainment,disney plus,7,1,2023-07,1
2023-07-18,GROCERY STORE #9197,766.32,Food & Dining,grocery store,7,1,2023-07,2
2023-07-18,ZOMATO ORDER #2106,909.69,Food & Dining,zomato order,7,1,2023-07,2
2023-07-19,YOUTUBE PREMIUM #6181,106.23,Entertainment,youtube premium,7,2,2023-07,1
2023-07-19,HOTSTAR PREMIUM #8461,679.63,Entertainment,hotstar premium,7,2,2023-07,1
2023-07-19,CAFE COFFEE DAY #1838,876.91,Food & Dining,cafe coffee day,7,2,2023-07,2
2023-07-19,DOCTOR CONSULTATION #7305,952.2,Health,doctor consultation,7,2,2023-07,3
2023-07-20,INDIGO AIRLINES #4245,991.09,Transport,indigo airlines,7,3,2023-07,5
2023-07-20,MYNTRA FASHION #4436,1901.46,Shopping,myntra fashion,7,3,2023-07,4
2023-07-21,PRACTO APPOINTMENT #2219,2759.29,Health,practo appointment,7,4,2023-07,3
2023-07-21,AMAZON ORDER #8144,213.19,Shopping,amazon order,7,4,2023-07,4
2023-07-22,MAINTENANCE FEE #6103,904.38,Bills & Utilities,maintenance fee,7,5,2023-07,0
2023-07-22,BUS PASS #4053,1416.97,Transport,bus pass,7,5,2023-07,5
2023-07-22,BOOKMYSHOW #6119,564.6,Entertainment,bookmyshow,7,5,2023-07,1
2023-07-23,RESTAURANT BILL #6085,375.73,Food & Dining,restaurant bill,7,6,2023-07,2
2023-07-23,MYNTRA FASHION #6367,6436.32,Shopping,myntra fashion,7,6,2023-07,4
2023-07-23,MCDONALD'S #9005,88.92,Food & Dining,mcdonalds,7,6,2023-07,2
2023-07-23,DECATHLON SPORTS #9709,886.56,Shopping,decathlon sports,7,6,2023-07,4
2023-07-23,GROCERY STORE #8884,975.85,Food & Dining,grocery store,7,6,2023-07,2
2023-07-23,SUBWAY #1828,1381.15,Food & Dining,subway,7,6,2023-07,2
2023-07-23,YOGA CLASS #8484,2551.38,Health,yoga class,7,6,2023-07,3
2023-07-24,MAINTENANCE FEE #7280,122.88,Bills & Utilities,maintenance fee,7,0,2023-07,0
2023-07-24,GROCERY STORE #4302,113.52,Food & Dining,grocery store,7,0,2023-07,2
2023-07-24,MCDONALD'S #4365,902.02,Food & Dining,mcdonalds,7,0,2023-07,2
2023-07-24,MEDICINE ORDER #3229,108.92,Health,medicine order,7,0,2023-07,3
2023-07-24,RAPIDO BIKE #7984,64.79,Transport,rapido bike,7,0,2023-07,5
2023-07-25,MYNTRA FASHION #8218,741.31,Shopping,myntra fashion,7,1,2023-07,4
2023-07-25,GROCERY STORE #3790,137.16,Food & Dining,grocery store,7,1,2023-07,2
2023-07-25,DTH RECHARGE #7474,2086.71,Bills & Utilities,dth recharge,7,1,2023-07,0
2023-07-26,DTH RECHARGE #4201,4884.9,Bills & Utilities,dth recharge,7,2,2023-07,0
2023-07-26,AJIO ORDER #8344,7748.26,Shopping,ajio order,7,2,2023-07,4
2023-07-26,YOUTUBE PREMIUM #1011,563.76,Entertainment,youtube premium,7,2,2023-07,1
2023-07-27,MYNTRA FASHION #2926,7208.63,Shopping,myntra fashion,7,3,2023-07,4
2023-07-27,RAPIDO BIKE #9869,1377.58,Transport,rapido bike,7,3,2023-07,5
2023-07-27,NETFLIX SUBSCRIPTION #1212,1140.88,Entertainment,netflix subscription,7,3,2023-07,1
2023-07-27,EYE CLINIC #1599,700.88,Health,eye clinic,7,3,2023-07,3
2023-07-28,FLIPKART PURCHASE #6077,816.37,Shopping,flipkart purchase,7,4,2023-07,4
2023-07-28,MEDICINE ORDER #2941,751.0,Health,medicine order,7,4,2023-07,3
2023-07-29,MEDICINE ORDER #4974,2117.32,Health,medicine order,7,5,2023-07,3
2023-07-29,MOBILE RECHARGE #4309,843.19,Bills & Utilities,mobile recharge,7,5,2023-07,0
2023-07-29,APPLE MUSIC #7404,1472.22,Entertainment,apple music,7,5,2023-07,1
2023-07-29,DENTAL CLINIC #2097,1726.2,Health,dental clinic,7,5,2023-07,3
2023-07-30,GYM MEMBERSHIP #7950,2523.43,Health,gym membership,7,6,2023-07,3
2023-07-30,BUS PASS #9525,900.43,Transport,bus pass,7,6,2023-07,5
2023-07-30,BIGBASKET ORDER #4990,1483.79,Food & Dining,bigbasket order,7,6,2023-07,2
2023-07-31,WATER BILL #7373,4779.97,Bills & Utilities,water bill,7,0,2023-07,0
2023-08-01,AJIO ORDER #9887,4686.79,Shopping,ajio order,8,1,2023-08,4
2023-08-01,WATER BILL #9780,1855.61,Bills & Utilities,water bill,8,1,2023-08,0
2023-08-02,DISNEY PLUS #4592,749.37,Entertainment,disney plus,8,2,2023-08,1
2023-08-03,MCDONALD'S #9700,739.14,Food & Dining,mcdonalds,8,3,2023-08,2
2023-08-03,DECATHLON SPORTS #8719,377.44,Shopping,decathlon sports,8,3,2023-08,4
2023-08-04,DTH RECHARGE #1137,157.92,Bills & Utilities,dth recharge,8,4,2023-08,0
2023-08-04,DISNEY PLUS #1120,977.33,Entertainment,disney plus,8,4,2023-08,1
2023-08-04,DENTAL CLINIC #3546,889.81,Health,dental clinic,8,4,2023-08,3
2023-08-05,SUBWAY #9858,399.31,Food & Dining,subway,8,5,2023-08,2
2023-08-06,ELECTRICITY BILL #6468,1813.29,Bills & Utilities,electricity bill,8,6,2023-08,0
2023-08-06,RAPIDO BIKE #9335,1650.47,Transport,rapido bike,8,6,2023-08,5
2023-08-06,APPLE MUSIC #7637,1176.65,Entertainment,apple music,8,6,2023-08,1
2023-08-07,SPOTIFY PREMIUM #8210,591.01,Entertainment,spotify premium,8,0,2023-08,1
2023-08-07,FLIPKART PURCHASE #9943,1271.17,Shopping,flipkart purchase,8,0,2023-08,4
2023-08-07,SUBWAY #2638,156.23,Food & Dining,subway,8,0,2023-08,2
2023-08-07,KFC ORDER #4056,886.42,Food & Dining,kfc order,8,0,2023-08,2
2023-08-07,NYKAA COSMETICS #8915,2489.65,Shopping,nykaa cosmetics,8,0,2023-08,4
2023-08-08,PRACTO APPOINTMENT #6299,1864.4,Health,practo appointment,8,1,2023-08,3
2023-08-08,INTERNET BILL #3363,623.39,Bills & Utilities,internet bill,8,1,2023-08,0
2023-08-09,AJIO ORDER #8836,5122.4,Shopping,ajio order,8,2,2023-08,4
2023-08-09,IRCTC TICKET #6574,577.41,Transport,irctc ticket,8,2,2023-08,5
2023-08-10,PETROL PUMP #1564,1788.59,Transport,petrol pump,8,3,2023-08,5
2023-08-10,MEESHO ORDER #3198,4896.73,Shopping,meesho order,8,3,2023-08,4
2023-08-10,CAFE COFFEE DAY #9548,759.36,Food & Dining,cafe coffee day,8,3,2023-08,2
2023-08-11,MCDONALD'S #2506,132.48,Food & Dining,mcdonalds,8,4,2023-08,2
2023-08-11,MCDONALD'S #7550,875.14,Food & Dining,mcdonalds,8,4,2023-08,2
2023-08-11,OLA RIDE #7590,894.76,Transport,ola ride,8,4,2023-08,5
2023-08-11,IKEA PURCHASE #6143,5752.62,Shopping,ikea purchase,8,4,2023-08,4
2023-08-12,INSURANCE PREMIUM #8714,3811.02,Bills & Utilities,insurance premium,8,5,2023-08,0
2023-08-12,GAMING PURCHASE #1520,140.75,Entertainment,gaming purchase,8,5,2023-08,1
2023-08-12,YOGA CLASS #7045,227.42,Health,yoga class,8,5,2023-08,3
2023-08-13,DTH RECHARGE #8178,1237.31,Bills & Utilities,dth recharge,8,6,2023-08,0
2023-08-13,INDIGO AIRLINES #7216,561.8,Transport,indigo airlines,8,6,2023-08,5
2023-08-13,PHARMACY BILL #2746,2357.42,Health,pharmacy bill,8,6,2023-08,3
2023-08-14,INSURANCE PREMIUM #9947,4019.35,Bills & Utilities,insurance premium,8,0,2023-08,0
2023-08-14,BUS PASS #7283,1539.63,Transport,bus pass,8,0,2023-08,5
2023-08-14,RENT PAYMENT #1504,2422.54,Bills & Utilities,rent payment,8,0,2023-08,0
2023-08-14,WATER BILL #5224,431.02,Bills & Utilities,water bill,8,0,2023-08,0
2023-08-14,SWIGGY DELIVERY #9145,912.72,Food & Dining,swiggy delivery,8,0,2023-08,2
2023-08-14,PRACTO APPOINTMENT #4276,1189.04,Health,practo appointment,8,0,2023-08,3
2023-08-15,UBER TRIP #5967,1622.58,Transport,uber trip,8,1,2023-08,5
2023-08-15,DOCTOR CONSULTATION #5833,1165.88,Health,doctor consultation,8,1,2023-08,3
2023-08-15,ELECTRICITY BILL #6374,4584.75,Bills & Utilities,electricity bill,8,1,2023-08,0
2023-08-15,NETFLIX SUBSCRIPTION #3983,942.95,Entertainment,netflix subscription,8,1,2023-08,1
2023-08-16,MCDONALD'S #4197,895.98,Food & Dining,mcdonalds,8,2,2023-08,2
2023-08-16,MEDICINE ORDER #2868,382.57,Health,medicine order,8,2,2023-08,3
2023-08-16,ELECTRICITY BILL #5421,4755.97,Bills & Utilities,electricity bill,8,2,2023-08,0
2023-08-16,GYM MEMBERSHIP #5060,1049.16,Health,gym membership,8,2,2023-08,3
2023-08-16,GAS CYLINDER #9374,1473.31,Bills & Utilities,gas cylinder,8,2,2023-08,0
2023-08-16,UBER TRIP #1195,151.49,Transport,uber trip,8,2,2023-08,5
2023-08-17,DENTAL CLINIC #8159,2444.5,Health,dental clinic,8,3,2023-08,3
2023-08-17,MOVIE TICKET #7165,1461.72,Entertainment,movie ticket,8,3,2023-08,1
2023-08-19,AJIO ORDER #4241,3516.08,Shopping,ajio order,8,5,2023-08,4
2023-08-19,EYE CLINIC #4437,2284.2,Health,eye clinic,8,5,2023-08,3
2023-08-19,GAMING PURCHASE #2661,1260.16,Entertainment,gaming purchase,8,5,2023-08,1
2023-08-19,METRO CARD RECHARGE #3697,349.07,Transport,metro card recharge,8,5,2023-08,5
2023-08-19,PARKING FEE #4511,1718.51,Transport,parking fee,8,5,2023-08,5
2023-08-20,RESTAURANT BILL #8812,163.01,Food & Dining,restaurant bill,8,6,2023-08,2
2023-08-20,EMI PAYMENT #4984,4952.14,Bills & Utilities,emi payment,8,6,2023-08,0
2023-08-20,FLIPKART PURCHASE #1415,7924.06,Shopping,flipkart purchase,8,6,2023-08,4
2023-08-20,GROCERY STORE #8204,724.33,Food & Dining,grocery store,8,6,2023-08,2
2023-08-21,BIGBASKET ORDER #9871,650.28,Food & Dining,bigbasket order,8,0,2023-08,2
2023-08-22,DOMINOS PIZZA #5127,859.22,Food & Dining,dominos pizza,8,1,2023-08,2
2023-08-22,YOUTUBE PREMIUM #5350,1453.87,Entertainment,youtube premium,8,1,2023-08,1
2023-08-22,DENTAL CLINIC #4522,1347.2,Health,dental clinic,8,1,2023-08,3
2023-08-22,INSURANCE PREMIUM #3445,4340.78,Bills & Utilities,insurance premium,8,1,2023-08,0
2023-08-22,DOCTOR CONSULTATION #3087,852.91,Health,doctor consultation,8,1,2023-08,3
2023-08-23,AMAZON PRIME #1339,1427.3,Entertainment,amazon prime,8,2,2023-08,1
2023-08-23,DECATHLON SPORTS #3947,4657.0,Shopping,decathlon sports,8,2,2023-08,4
2023-08-23,GAMING PURCHASE #5726,1150.52,Entertainment,gaming purchase,8,2,2023-08,1
2023-08-23,CAFE COFFEE DAY #3165,742.67,Food & Dining,cafe coffee day,8,2,2023-08,2
2023-08-24,SPOTIFY PREMIUM #3784,908.95,Entertainment,spotify premium,8,3,2023-08,1
2023-08-24,PRACTO APPOINTMENT #3878,474.64,Health,practo appointment,8,3,2023-08,3
2023-08-24,INTERNET BILL #1060,3229.96,Bills & Utilities,internet bill,8,3,2023-08,0
2023-08-25,APPLE MUSIC #5372,947.45,Entertainment,apple music,8,4,2023-08,1
2023-08-25,DECATHLON SPORTS #5438,2591.66,Shopping,decathlon sports,8,4,2023-08,4
2023-08-25,HOTSTAR PREMIUM #2659,1366.6,Entertainment,hotstar premium,8,4,2023-08,1
2023-08-25,CAFE COFFEE DAY #3252,1271.69,Food & Dining,cafe coffee day,8,4,2023-08,2
2023-08-26,IKEA PURCHASE #7985,7676.01,Shopping,ikea purchase,8,5,2023-08,4
2023-08-26,MEESHO ORDER #2031,371.89,Shopping,meesho order,8,5,2023-08,4
2023-08-26,EMI PAYMENT #8699,1527.17,Bills & Utilities,emi payment,8,5,2023-08,0
2023-08-27,SUBWAY #9674,568.28,Food & Dining,subway,8,6,2023-08,2
2023-08-27,INSURANCE PREMIUM #3440,3731.15,Bills & Utilities,insurance premium,8,6,2023-08,0
2023-08-27,YOUTUBE PREMIUM #9069,1230.98,Entertainment,youtube premium,8,6,2023-08,1
2023-08-27,RESTAURANT BILL #5741,1478.57,Food & Dining,restaurant bill,8,6,2023-08,2
2023-08-27,KFC ORDER #4394,900.26,Food & Dining,kfc order,8,6,2023-08,2
2023-08-27,OLA RIDE #9700,474.57,Transport,ola ride,8,6,2023-08,5
2023-08-28,DTH RECHARGE #4868,4046.4,Bills & Utilities,dth recharge,8,0,2023-08,0
2023-08-28,DOMINOS PIZZA #9255,1490.55,Food & Dining,dominos pizza,8,0,2023-08,2
2023-08-28,SUBWAY #1473,640.87,Food & Dining,subway,8,0,2023-08,2
2023-08-28,NYKAA COSMETICS #8438,755.2,Shopping,nykaa cosmetics,8,0,2023-08,4
2023-08-28,HOSPITAL BILL #6211,1413.0,Health,hospital bill,8,0,2023-08,3
2023-08-28,LIFESTYLE STORE #1404,1600.61,Shopping,lifestyle store,8,0,2023-08,4
2023-08-28,GAMING PURCHASE #7086,250.79,Entertainment,gaming purchase,8,0,2023-08,1
2023-08-28,MAINTENANCE FEE #5937,2433.7,Bills & Utilities,maintenance fee,8,0,2023-08,0
2023-08-29,GROCERY STORE #2052,546.12,Food & Dining,grocery store,8,1,2023-08,2
2023-08-29,RELIANCE TRENDS #3100,5436.11,Shopping,reliance trends,8,1,2023-08,4
